Company_id,Current_assets,Cost_of_goods_sold,Depreciation_and_amortization,EBITDA,Inventory,Net_income,Total_receivables,Market_value,Net_sales,Total_assets,Total_long_term_debt,EBIT,Gross_profit,Total_current_liabilities,Retained_earnings,Total_revenue,Total_liabilities,Total_operating_expenses,Bankrupt
C_3913,401.208,938.755,53.785,0.025,200.578,-222.761,149.205,0.9691,1031.055,1087.627,0.645,-53.76,92.3,767.125,-489.381,1031.055,1317.56,1031.03,0
C_3914,132.078,182.102,4.416,23.772,64.044,10.812,57.768,138.3818,246.047,185.921,36.315,19.356,63.945,25.36,69.982,246.047,64.108,222.275,0
C_3917,0.012,0.144,0.373,-8.071,0.0,-8.937,0.001,21.3855,0.417,7.088,0.18,-8.444,0.273,3.789,-17.895,0.417,3.969,8.488,0
C_3920,92.991,153.938,10.406,77.942,28.905,42.187,2.083,1221.6905,378.085,186.385,5.023,67.536,224.147,34.946,108.453,378.085,42.89,300.143,0
C_3924,48.532,48.334,3.865,-12.418,8.714,-12.383,29.09,93.543,73.489,66.642,0.0,-16.283,25.155,7.325,34.422,73.489,7.325,85.907,0
C_3932,16.436,11.329,0.364,0.141,0.459,-0.509,3.527,26.468,17.655,18.789,0.0,-0.223,6.326,2.699,-8.345,17.655,2.699,17.514,0
C_3953,0.255,7.725,1.694,-7.323,0.024,-14.138,0.043,5.7213,0.402,0.625,1.506,-9.017,-7.323,3.882,-74.295,0.402,5.388,7.725,1
C_3963,45.51,26.15,1.008,1.609,8.749,0.77,8.929,47.6056,42.791,47.924,0.0,0.601,16.641,9.296,-8.303,42.791,12.558,41.182,0
C_3976,21.22,28.104,67.101,66.575,2.663,-5.304,9.802,121.1226,115.003,183.279,62.0,-0.526,86.899,38.999,8.83,115.003,100.999,48.428,0
C_3977,101.354,192.073,6.191,28.872,45.409,6.608,50.371,47.1525,278.115,234.061,99.071,22.681,86.042,40.422,61.264,278.115,146.243,249.243,0
C_3978,10.365,14.431,3.166,-2.655,4.009,-6.658,3.314,59.3514,23.308,18.097,4.057,-5.821,8.877,8.327,-55.366,23.308,12.384,25.963,1
C_3979,113.033,428.265,69.576,212.754,4.454,19.369,17.855,641.8696,839.361,1656.122,1236.758,143.178,411.096,108.806,66.967,839.361,1407.218,626.607,1
C_3981,22.966,12.229,5.086,-28.272,0.0,-5.735,7.602,14.8433,66.662,35.591,0.002,-33.358,54.433,12.944,-99.125,66.662,14.797,94.934,0
C_3985,1736.8,1603.3,625.0,1148.2,158.8,252.6,675.7,10782.3571,2809.4,17019.8,4539.4,523.2,1206.1,1144.4,295.4,2809.4,6109.5,1661.2,0
C_3990,23.746,13.681,0.773,0.138,8.502,-2.014,5.493,42.2565,25.265,26.641,1.855,-0.635,11.584,4.413,-7.886,25.265,6.268,25.127,0
C_4001,94.151,83.972,11.062,47.886,11.151,15.962,23.584,110.9142,200.447,279.821,84.1,36.824,116.475,31.257,322.934,200.447,123.074,152.561,1
C_4006,525.441,1826.14,10.323,23.345,195.791,-22.107,299.108,221.8344,2007.102,643.687,171.702,13.022,180.962,341.477,31.216,2007.102,517.918,1983.757,0
C_4007,47.088,116.357,2.629,7.456,17.773,0.044,25.606,3.6683,152.18,82.4,34.844,4.827,35.823,12.197,-16.796,152.18,48.703,144.724,1
C_4008,3.868,3.737,1.245,-7.343,0.087,-8.41,0.528,34.5528,3.813,9.169,4.907,-8.588,0.076,3.309,-48.01,3.813,8.216,11.156,0
C_4013,11.563,33.849,0.897,0.15,3.551,-3.386,6.404,2.081,38.483,14.772,0.639,-0.747,4.634,11.452,-6.187,38.483,13.867,38.333,1
C_4018,140.658,57.947,5.483,-43.727,40.249,-58.069,12.053,311.3664,84.662,213.871,0.0,-49.21,26.715,21.461,26.064,84.662,34.055,128.389,1
C_4021,183.225,600.791,28.132,-1.688,58.35,-35.482,97.886,32.2596,662.447,529.46,268.545,-29.82,61.656,96.196,77.615,662.447,397.773,664.135,0
C_4030,92.871,12.904,2.171,-17.595,0.0,-16.556,1.862,175.764,13.74,120.443,0.026,-19.766,0.836,18.413,-96.094,13.74,18.493,31.335,0
C_4034,2.966,25.569,0.936,-1.318,1.155,-2.746,0.937,0.9362,30.676,11.406,0.609,-2.254,5.107,12.002,-17.913,30.676,12.611,31.994,0
C_4035,140.314,302.359,247.176,359.419,61.585,100.416,29.056,706.3404,1379.503,718.544,402.088,112.243,1077.144,411.17,-487.402,1379.503,832.098,1020.084,1
C_4036,77.932,149.242,590.087,100.789,1.413,-612.809,44.556,2.3394,503.673,203.47,1.805,-489.298,354.431,911.416,-1347.501,503.673,921.421,402.884,0
C_4039,226.638,523.869,15.353,59.547,10.565,34.322,8.933,1029.0221,583.416,452.425,60.643,44.194,59.547,87.979,119.56,583.416,231.125,523.869,1
C_4042,12.757,93.933,0.888,-0.994,0.0,-1.989,6.913,8.62,101.168,22.53,0.013,-1.882,7.235,11.457,-4.105,101.168,15.548,102.162,0
C_4043,1943.862,1062.394,1147.176,-199.454,0.0,-4494.098,571.244,557.32,1561.894,9039.251,1687.735,-1346.63,499.5,10223.125,-6702.315,1561.894,12323.465,1761.348,0
C_4045,476.816,1730.697,58.709,143.088,272.572,39.567,23.263,1213.925,2501.012,961.103,329.688,84.379,770.315,276.174,-51.421,2501.012,635.297,2357.924,0
C_4050,12.232,24.162,0.974,-17.538,3.835,-17.997,1.151,51.3049,6.624,16.226,0.205,-18.512,-17.538,2.803,-89.914,6.624,3.008,24.162,0
C_4051,17.275,15.576,2.408,-1.169,4.067,-3.876,4.557,151.705,24.489,23.461,7.573,-3.577,8.913,5.399,-138.256,24.489,13.932,25.658,0
C_4053,21.96,22.478,6.106,-0.515,3.351,-6.798,5.678,108.8426,43.23,35.882,0.352,-6.621,20.752,12.567,-97.223,43.23,13.009,43.745,1
C_4054,61.224,73.555,37.222,0.86,0.0,-173.329,22.303,220.1997,142.585,93.928,0.0,-36.362,69.03,35.514,-197.803,142.585,47.219,141.725,0
C_4063,441.3,1802.0,146.2,315.3,143.8,66.4,203.7,1377.5713,2351.6,2770.9,701.4,169.1,549.6,455.0,417.8,2351.6,1655.3,2036.3,0
C_4064,330.035,103.516,105.21,-9.643,0.0,-115.158,76.443,894.7843,310.146,722.64,251.023,-114.853,206.63,93.084,-248.143,310.146,349.833,319.789,0
C_4069,94.121,620.532,37.147,85.508,33.563,26.92,13.519,410.2254,746.642,690.171,175.0,48.361,126.11,100.138,87.852,746.642,296.5,661.134,0
C_4070,14.872,30.531,1.206,-3.304,0.0,-15.632,8.64,9.351,51.67,21.755,3.8,-4.51,21.139,9.48,3.35,51.67,16.364,54.974,1
C_4072,89.199,231.401,7.685,12.422,44.114,-4.627,37.845,12.3585,268.637,181.879,62.294,4.737,37.236,52.985,7.381,268.637,132.626,256.215,0
C_4087,18.185,51.041,3.673,13.794,6.059,5.9,9.885,153.6744,95.576,34.496,6.256,10.121,44.535,9.64,8.459,95.576,15.896,81.782,0
C_4089,208.527,147.675,26.831,-74.329,45.11,-148.917,29.715,652.743,193.953,344.415,91.265,-101.16,46.278,81.418,-129.379,193.953,179.478,268.282,1
C_4090,37.382,71.161,0.478,13.228,24.583,10.133,11.252,187.3179,98.016,40.896,19.304,12.75,26.855,16.586,-19.135,98.016,35.89,84.788,1
C_4094,4.524,5.899,0.776,-0.528,0.13,-3.056,1.498,12.9511,8.508,10.938,2.586,-1.304,2.609,6.211,-23.45,8.508,8.797,9.036,0
C_4095,239.35,816.185,7.543,50.201,127.075,24.919,82.885,626.2037,937.073,427.098,30.0,42.658,120.888,175.656,164.322,937.073,213.968,886.872,1
C_4096,1590.994,3560.038,147.826,398.113,1285.005,63.967,98.57,2339.5105,4870.39,2623.22,449.0,250.287,1310.352,1140.228,277.399,4870.39,1735.11,4472.277,0
C_4098,204.302,869.643,60.358,27.124,5.349,-39.496,72.292,16.4327,896.767,533.392,286.533,-33.234,27.124,125.82,-27.816,896.767,515.395,869.643,1
C_4099,8.438,1.925,1.167,-3.839,0.158,-4.576,0.354,64.13,7.521,17.306,0.005,-5.006,5.596,2.192,-71.004,7.521,5.366,11.36,1
C_4103,62.393,116.867,5.167,8.041,14.567,-18.217,37.866,9.1168,172.19,109.453,1.018,2.874,55.323,84.119,-23.253,172.19,85.534,164.149,0
C_4105,117.387,271.759,4.302,-14.577,85.385,-11.461,23.066,95.2364,280.015,169.782,0.043,-18.879,8.256,51.858,81.187,280.015,55.37,294.592,0
C_4107,154.738,385.2,14.834,0.878,58.617,-36.985,83.01,22.2981,428.15,305.873,6.648,-13.956,42.95,207.663,-2.863,428.15,231.294,427.272,0
C_4110,19.56,23.19,3.366,-16.507,5.084,-31.419,3.136,41.5183,25.406,21.341,10.033,-19.873,2.216,6.653,-83.908,25.406,16.964,41.913,1
C_4111,23.682,36.218,3.315,3.8,10.984,-1.99,11.517,6.1848,59.222,83.045,34.6,0.485,23.004,8.724,17.354,59.222,45.463,55.422,1
C_4113,280.375,216.265,12.381,33.831,136.52,12.229,132.695,102.5041,446.837,451.317,0.685,21.45,230.572,226.747,104.54,446.837,228.689,413.006,1
C_4114,31.069,92.09,66.008,75.128,0.0,-26.408,26.677,209.9507,216.895,291.485,317.663,9.12,124.805,36.021,-219.681,216.895,359.053,141.767,1
C_4115,1452.052,1969.324,63.476,234.516,815.503,75.64,375.258,1597.8928,2367.399,2541.222,1300.507,171.04,398.075,422.722,310.433,2367.399,1897.125,2132.883,0
C_4117,130.888,688.73,99.811,215.694,4.603,24.95,20.439,405.366,1102.335,1754.913,1143.358,115.883,413.605,167.083,210.356,1102.335,1401.176,886.641,0
C_4121,121.493,389.548,10.578,30.18,86.68,11.953,30.158,325.0062,580.223,231.471,36.768,19.602,190.675,70.678,44.524,580.223,109.62,550.043,1
C_4125,8.19,14.757,3.259,1.467,1.933,-5.037,3.673,1.1382,22.204,15.445,0.3,-1.792,7.447,10.662,-73.319,22.204,10.962,20.737,0
C_4127,16.12,13.269,0.927,3.258,7.639,1.146,4.737,126.7989,29.371,32.134,1.174,2.331,16.102,4.189,-4.521,29.371,5.363,26.113,0
C_4129,17.735,4.906,2.905,-1.664,0.0,-5.583,0.995,8.4437,8.014,24.409,0.472,-4.569,3.108,2.269,-25.468,8.014,2.741,9.678,0
C_4131,4.095,3.108,2.88,-19.262,1.683,-28.19,0.235,86.324,1.981,20.927,9.425,-22.142,-1.127,3.436,-129.862,1.981,12.952,21.243,1
C_4134,34.916,104.417,3.963,0.472,17.788,-8.075,12.707,0.1418,122.17,58.372,42.507,-3.491,17.753,14.297,-17.694,122.17,56.804,121.698,0
C_4143,91.746,180.307,8.684,32.225,31.855,13.145,13.615,259.8671,287.043,179.977,15.59,23.541,106.736,37.401,18.767,287.043,67.04,254.818,0
C_4148,0.076,4.401,0.759,-7.506,0.0,-9.477,0.0,35.4915,3.115,10.388,2.526,-8.265,-1.286,6.046,-95.173,3.115,12.522,10.621,0
C_4149,166.615,476.801,23.144,61.653,75.847,12.533,76.696,220.8746,616.028,535.04,211.462,38.509,139.227,61.551,149.0,616.028,316.693,554.375,0
C_4153,60.83,342.806,40.101,154.956,5.206,33.154,3.608,647.768,626.822,892.592,624.255,114.855,284.016,88.037,15.776,626.822,735.256,471.866,0
C_4155,82.149,219.849,15.462,40.96,41.086,15.007,4.129,453.6074,348.958,195.102,0.0,25.498,129.109,40.83,128.014,348.958,49.214,307.998,0
C_4164,62.404,187.432,8.41,40.068,0.379,19.882,28.764,733.961,227.5,136.959,4.451,31.658,40.068,18.31,62.573,227.5,30.374,187.432,0
C_4169,3036.3,2151.3,5542.4,261.2,287.6,-56121.9,508.8,16478.075,3232.8,12245.4,12.8,-5281.2,1081.5,848.5,-57158.0,3232.8,1538.9,2971.6,0
C_4170,63.282,44.8,7.627,14.066,17.693,-9.7,21.301,101.6807,111.057,175.587,101.823,6.439,66.257,24.82,-37.122,111.057,146.933,96.991,1
C_4173,19.017,110.598,2.073,4.841,5.291,3.186,7.184,16.1616,134.589,41.864,9.561,2.768,23.991,19.987,1.005,134.589,30.011,129.748,0
C_4183,3.726,5.76,0.427,-0.599,1.786,-1.869,1.099,2.3402,7.887,8.13,2.317,-1.026,2.127,1.401,-3.754,7.887,3.718,8.486,0
C_4184,1548.398,169.803,13.237,-156.985,0.0,-117.152,0.0,4325.5342,12.818,1865.004,503.97,-170.222,-156.985,41.768,-449.761,12.818,560.541,169.803,0
C_4186,5.978,2.026,0.105,-2.765,4.887,-3.706,0.184,5.9064,2.54,6.353,0.033,-2.87,0.514,4.854,-54.7,2.54,4.887,5.305,1
C_4187,534.0,71.031,2.935,-75.296,19.636,-240.716,13.191,470.5574,26.547,682.57,4.808,-78.231,-44.484,210.209,282.055,26.547,227.844,101.843,0
C_4191,311.265,1046.423,26.4,125.941,89.43,-5.612,173.461,192.5451,1252.904,766.962,648.232,99.541,206.481,246.216,-241.701,1252.904,947.708,1126.963,1
C_4194,2122.924,4683.401,199.976,-8.457,120.27,-1031.062,501.445,2604.7429,5937.896,2986.857,0.0,-208.433,1254.495,1146.028,630.222,5937.896,1228.664,5946.353,0
C_4195,4.067,39.704,1.457,1.958,0.59,0.469,0.602,7.1981,45.401,14.344,1.534,0.501,5.697,4.76,-7.107,45.401,6.294,43.443,0
C_4199,1.546,1.402,0.32,0.249,0.209,0.077,0.187,3.752,2.609,3.134,0.0,-0.071,1.207,0.813,-38.102,2.609,1.181,2.36,0
C_4202,5.097,19.28,0.987,-6.305,0.608,-9.529,2.426,21.0042,33.302,7.668,0.194,-7.292,14.022,5.386,-82.165,33.302,5.58,39.607,0
C_4205,601.853,169.599,29.782,66.737,34.836,-26.211,34.532,1607.7887,334.972,1020.873,296.859,36.955,165.373,41.24,231.33,334.972,338.099,268.235,0
C_4207,78.61,41.042,3.214,1.822,22.942,-9.379,20.352,411.674,94.509,114.559,30.539,-1.392,53.467,45.344,-190.162,94.509,82.2,92.687,0
C_4211,82.095,107.42,32.408,-57.849,6.468,-292.089,11.491,23.4011,93.293,209.617,3.573,-90.257,-14.127,444.761,-1249.202,93.293,485.086,151.142,0
C_4215,77.111,270.765,1.491,2.843,15.316,2.712,42.666,23.7776,303.817,81.085,0.0,1.352,33.052,56.735,-67.054,303.817,56.735,300.974,0
C_4216,29.684,56.009,8.022,11.487,6.913,-0.434,12.605,87.532,128.26,91.085,1.431,3.465,72.251,17.592,-12.71,128.26,30.605,116.773,0
C_4218,90.017,45.668,11.783,0.076,23.392,-107.799,15.521,311.1606,85.536,126.353,0.29,-11.707,39.868,9.415,-102.764,85.536,19.432,85.46,0
C_4225,64.626,0.952,0.621,-39.221,0.915,-35.939,0.609,264.9232,5.419,67.789,0.578,-39.842,4.467,8.294,-105.877,5.419,8.872,44.64,0
C_4228,509.9,985.8,91.2,209.3,147.3,71.1,211.6,1069.767,1387.1,1650.4,314.7,118.1,401.3,282.0,774.3,1387.1,1013.5,1177.8,0
C_4229,1.936,2.0,0.211,0.956,0.64,0.588,0.283,1.4443,5.022,3.357,0.234,0.745,3.022,0.435,-7.786,5.022,0.669,4.066,0
C_4236,20.815,105.007,7.063,-3.567,8.1,-18.634,9.836,3.6364,101.44,132.111,4.727,-10.63,-3.567,140.845,-49.95,101.44,150.607,105.007,0
C_4237,138.78,228.356,12.728,52.139,49.593,23.589,54.636,740.762,412.88,461.693,10.718,39.411,184.524,46.468,47.648,412.88,65.04,360.741,0
C_4238,72.262,330.919,15.409,20.899,0.0,-5.336,56.23,32.422,351.818,194.916,77.026,5.49,20.899,58.91,-7.109,351.818,142.828,330.919,1
C_4240,1025.704,943.85,1746.092,-539.871,0.0,-5487.92,111.593,700.3845,1237.702,2088.931,221.814,-2285.963,293.852,444.388,-6335.551,1237.702,706.094,1777.573,0
C_4242,31.072,64.927,1.987,6.199,15.919,1.487,10.544,56.6137,83.337,50.195,0.0,4.212,18.41,20.441,-15.938,83.337,20.578,77.138,1
C_4251,68.25,101.652,2.477,8.417,9.337,4.601,24.878,74.3522,144.316,99.487,0.0,5.94,42.664,31.63,36.206,144.316,33.965,135.899,1
C_4255,89.698,61.535,5.968,-19.488,3.331,-42.526,10.259,873.6643,42.047,106.198,48.096,-25.456,-19.488,16.282,-200.023,42.047,67.679,61.535,0
C_4269,496.232,1259.665,154.635,351.88,231.003,105.362,215.184,2262.3834,1718.05,2224.58,797.385,197.245,458.385,192.037,584.707,1718.05,1202.368,1366.17,0
C_4270,251.962,621.455,11.254,50.101,221.979,25.774,6.516,304.607,849.799,338.482,23.157,38.847,228.344,129.653,136.309,849.799,157.186,799.698,0
C_4271,33.97,33.588,2.186,-8.924,12.664,-18.325,7.509,4.6137,52.561,38.279,2.608,-11.11,18.973,12.475,-18.431,52.561,15.083,61.485,0
C_4274,89.591,215.177,2.287,23.982,50.096,6.208,28.944,78.2998,333.468,202.036,77.868,21.695,118.291,56.504,26.961,333.468,139.501,309.486,0
C_4275,22.831,1.463,0.53,-3.759,0.523,-17.287,1.016,47.3166,2.093,26.408,0.0,-4.289,0.63,3.875,-82.169,2.093,7.0,5.852,0
C_4277,586.644,120.038,12.967,99.471,24.758,70.726,38.36,4606.7961,344.189,670.015,0.0,86.504,224.151,51.032,205.225,344.189,51.032,244.718,0
C_4281,9.995,189.11,11.811,22.564,2.042,-15.53,1.842,26.634,226.785,167.238,113.194,10.753,37.675,33.4,-212.47,226.785,146.594,204.221,0
C_4284,84.817,303.357,6.289,27.325,52.613,15.294,16.953,98.322,348.025,115.446,0.072,21.036,44.668,25.692,-80.588,348.025,25.965,320.7,0
C_4287,6.455,21.551,0.262,1.199,0.0,-5.251,5.62,3.2008,22.75,9.723,1.641,0.937,1.199,9.363,-19.969,22.75,11.004,21.551,0
C_4289,32.404,15.094,1.049,-7.357,0.0,-4.986,0.0,69.7237,7.737,59.096,0.0,-8.406,-7.357,1.982,-75.031,7.737,2.282,15.094,0
C_4294,5.098,4.408,1.337,-5.656,0.853,-8.095,0.913,2.8291,6.098,12.926,0.21,-6.993,1.69,17.759,-117.228,6.098,17.969,11.754,0
C_4297,4.703,10.036,6.723,-0.274,0.126,-14.658,2.201,18.957,27.109,40.005,7.893,-6.997,17.073,10.04,-37.772,27.109,18.053,27.383,1
C_4298,257.933,536.224,21.995,94.563,0.0,44.436,151.59,772.3115,700.189,387.456,0.0,72.568,163.965,161.762,-28.254,700.189,267.991,605.626,0
C_4300,160.765,377.935,21.596,27.243,0.0,1.684,138.865,571.2998,558.875,368.751,18.634,5.647,180.94,58.827,52.684,558.875,77.461,531.632,1
C_4301,110.519,152.051,14.35,82.469,0.0,42.685,64.907,1570.3789,253.889,316.635,0.409,68.119,101.838,41.108,141.06,253.889,47.483,171.42,0
C_4304,263.641,552.655,4.434,33.232,157.468,16.464,95.035,270.8156,630.744,287.171,25.97,28.798,78.089,167.839,48.79,630.744,193.809,597.512,0
C_4305,51.711,145.787,4.284,0.672,27.22,-19.764,22.338,3.3197,161.266,99.298,0.0,-3.612,15.479,82.472,-23.732,161.266,103.189,160.594,0
C_4307,6.347,6.971,0.696,0.008,2.308,-0.999,2.091,14.4722,11.785,11.478,2.97,-0.688,4.814,1.539,-3.59,11.785,4.509,11.777,0
C_4309,26.597,1.833,0.523,-10.425,1.111,-10.345,2.085,143.3657,9.002,29.984,0.303,-10.948,7.169,3.808,-54.837,9.002,4.111,19.427,0
C_4312,136.743,342.153,10.339,-11.291,75.633,-21.824,58.918,19.951,398.647,199.395,131.452,-21.63,56.494,35.771,9.025,398.647,167.223,409.938,0
C_4317,6.181,11.401,1.046,0.287,2.598,-1.844,2.048,8.9882,16.562,14.188,1.354,-0.759,5.161,2.477,-3.145,16.562,3.831,16.275,0
C_4320,23.678,13.495,0.774,0.672,9.164,-0.766,5.596,9.819,21.714,25.383,0.0,-0.102,8.219,1.097,10.517,21.714,1.097,21.042,0
C_4324,43.382,79.419,6.798,-17.454,9.793,-59.625,18.153,32.3483,117.918,61.698,0.461,-24.252,38.499,40.113,-114.381,117.918,41.585,135.372,1
C_4330,26.432,22.346,17.941,-20.399,0.0,-119.843,10.664,9.785,34.782,64.062,146.874,-38.34,12.436,24.983,-221.499,34.782,171.857,55.181,0
C_4339,17.662,25.703,25.67,-1.433,0.0,-40.856,1.055,114.433,49.78,104.182,10.601,-27.103,24.077,15.05,-80.179,49.78,30.529,51.213,0
C_4341,24.415,22.56,1.178,7.985,1.235,0.876,4.382,64.25,40.094,33.369,0.0,6.807,17.534,6.05,15.514,40.094,6.05,32.109,0
C_4342,40.438,136.413,5.423,5.946,0.0,-3.074,37.986,8.8249,201.745,59.392,26.877,0.523,65.332,27.498,-18.131,201.745,54.733,195.799,0
C_4344,360.841,150.033,38.138,-72.565,3.2,-250.008,4.487,1021.9937,77.468,667.241,331.058,-110.703,-72.565,59.199,-440.808,77.468,396.928,150.033,0
C_4345,74.959,96.735,4.941,16.631,64.642,6.521,2.364,41.727,211.029,108.457,15.894,11.69,114.294,37.202,0.681,211.029,56.205,194.398,0
C_4347,762.303,1091.229,73.728,55.092,21.209,-337.506,235.67,1123.551,1146.321,1981.751,809.652,-18.636,55.092,566.591,-38.683,1146.321,1631.417,1091.229,1
C_4348,472.32,1391.866,20.203,52.738,152.923,-81.197,226.955,698.446,1815.771,663.408,125.0,32.535,423.905,197.465,-26.307,1815.771,338.96,1763.033,0
C_4354,4.816,3.677,0.509,-3.515,2.909,-5.757,1.487,24.3501,5.922,11.51,23.3,-4.024,2.245,10.855,-55.901,5.922,34.455,9.437,0
C_4356,116.117,129.457,2.584,20.212,18.289,12.28,37.392,126.7025,182.237,135.787,0.0,17.628,52.78,12.175,77.528,182.237,14.114,162.025,0
C_4359,11.969,10.581,1.4,-12.756,5.224,-13.862,2.091,126.3373,15.581,43.36,2.862,-14.156,5.0,9.281,-28.295,15.581,13.335,28.337,0
C_4362,121.555,202.566,9.856,22.886,60.574,6.367,39.758,128.885,254.64,211.444,80.0,13.03,52.074,54.23,44.531,254.64,141.324,231.754,0
C_4365,192.048,331.47,11.587,27.972,6.604,16.55,35.392,538.9927,445.075,413.685,66.898,16.385,113.605,152.064,85.356,445.075,244.552,417.103,1
C_4373,70.106,314.559,32.093,109.805,0.0,23.758,19.367,470.5127,519.392,679.377,443.768,77.712,204.833,92.095,61.879,519.392,576.112,409.587,0
C_4374,229.969,242.135,15.65,81.466,82.476,40.518,42.614,697.2264,415.863,329.612,5.687,65.816,173.728,35.708,241.248,415.863,41.495,334.397,0
C_4378,138.377,209.09,8.131,33.098,30.753,16.616,35.02,347.5572,386.148,201.889,0.171,24.967,177.058,41.668,136.533,386.148,60.995,353.05,0
C_4380,54.33,150.465,7.272,12.738,4.708,5.487,31.456,46.6415,184.09,97.298,32.377,5.466,33.625,23.771,-7.41,184.09,56.148,171.352,0
C_4387,14.447,14.331,0.69,-0.28,8.68,-1.504,1.214,3.6765,32.672,15.154,0.0,-0.97,18.341,6.481,-1.862,32.672,6.848,32.952,1
C_4388,147.553,82.366,4.855,-61.832,2.687,-60.317,3.219,356.616,20.534,181.841,4.137,-66.687,-61.832,19.084,-190.773,20.534,24.212,82.366,0
C_4392,68.144,1.03,0.617,-10.782,0.0,-10.055,2.54,406.4225,5.592,74.471,0.0,-11.399,4.562,10.626,-12.227,5.592,10.909,16.374,0
C_4399,381.9,1593.6,54.9,245.0,178.5,96.2,180.9,814.0846,1928.0,1196.9,282.2,190.1,334.4,250.0,220.3,1928.0,634.1,1683.0,0
C_4401,0.09,0.011,0.0,-0.052,0.09,-0.052,0.0,16.1406,0.015,0.09,0.0,-0.052,0.004,0.172,-1.258,0.015,0.172,0.067,0
C_4402,32.357,34.258,1.64,4.754,13.932,1.31,14.075,111.0161,60.628,54.368,9.7,3.114,26.37,8.436,-4.217,60.628,23.531,55.874,0
C_4406,110.576,158.969,36.415,81.806,0.0,30.969,50.241,2768.0505,240.775,1241.743,0.0,45.391,81.806,24.023,63.908,240.775,144.927,158.969,0
C_4413,31.914,218.542,85.97,114.74,6.739,14.356,0.0,441.9635,369.131,270.132,26.0,28.77,150.589,80.72,21.68,369.131,107.95,254.391,1
C_4414,60.661,41.405,5.033,-11.512,18.271,-10.881,21.894,34.7633,80.894,85.49,0.0,-16.545,39.489,20.692,29.77,80.894,20.692,92.406,0
C_4416,244.012,196.961,16.799,35.231,56.849,17.328,70.208,983.4132,387.081,522.537,50.0,18.432,190.12,26.625,359.609,387.081,84.909,351.85,0
C_4420,440.17,2055.159,159.893,273.071,112.536,-267.524,216.638,434.343,2467.433,2533.436,1064.438,113.178,412.274,819.955,5.871,2467.433,2086.028,2194.362,1
C_4425,13.082,16.18,1.426,-1.889,5.423,-2.128,5.011,13.4199,29.053,21.434,0.419,-3.315,12.873,4.584,0.664,29.053,5.003,30.942,0
C_4430,744.5,1530.7,71.3,128.2,132.6,-46.2,406.1,1293.6,1823.3,2987.9,1282.4,56.9,292.6,763.6,-750.1,1823.3,2450.3,1695.1,1
C_4436,517.993,1194.512,32.337,115.152,308.093,36.336,172.603,828.7913,1656.974,1082.293,331.975,82.815,462.462,138.002,293.085,1656.974,498.41,1541.822,0
C_4437,48.196,19.167,1.889,-19.163,0.682,-19.759,0.0,171.3435,0.004,55.361,6.847,-21.052,-19.163,5.421,-108.471,0.004,12.268,19.167,0
C_4438,4.321,3.873,6.521,-11.548,0.0,-42.6,0.823,8.0158,9.944,6.729,0.0,-18.069,6.071,3.288,-153.662,9.944,3.432,21.492,0
C_4443,76.195,187.105,2.28,3.852,66.215,-8.847,7.756,6.7311,212.786,97.171,7.386,1.572,25.681,74.554,-5.516,212.786,82.03,208.934,1
C_4444,355.99,181.739,50.068,-115.389,139.989,-336.735,100.538,326.2431,230.149,432.705,1.001,-165.457,48.41,281.946,-352.848,230.149,290.967,345.538,0
C_4445,71.073,175.912,4.52,12.406,38.481,3.906,28.111,68.5216,248.915,100.229,6.063,7.886,73.003,39.917,32.642,248.915,49.422,236.509,0
C_4446,51.057,70.468,3.019,4.103,18.385,-7.777,25.001,39.0605,113.688,87.606,11.135,1.084,43.22,48.702,8.572,113.688,61.345,109.585,0
C_4450,21.963,1.423,0.169,-6.149,1.242,-5.997,1.646,134.9716,11.274,22.346,0.0,-6.318,9.851,3.952,-54.073,11.274,3.952,17.423,0
C_4461,12.43,53.644,8.952,2.286,0.0,-24.06,10.124,0.2678,55.93,49.625,11.62,-6.666,2.286,69.445,-180.57,55.93,81.849,53.644,0
C_4469,93.579,490.767,40.924,56.261,3.471,-6.662,71.271,224.3657,547.028,349.782,29.0,15.337,56.261,105.246,89.854,547.028,187.88,490.767,0
C_4475,65.976,199.568,7.047,25.924,17.491,8.012,22.044,139.9767,231.892,174.288,0.0,18.877,32.324,28.426,92.253,231.892,49.902,205.968,0
C_4479,18.001,22.785,0.605,1.023,8.924,0.115,8.205,8.8896,37.215,28.81,11.601,0.418,14.43,10.249,-7.626,37.215,21.85,36.192,1
C_4480,196.773,197.762,96.248,-61.484,0.0,-203.782,29.728,676.0314,265.326,1383.675,526.281,-157.732,67.564,138.885,-1042.676,265.326,757.558,326.81,1
C_4490,60.673,183.886,62.174,121.25,1.288,-3.119,11.743,29.187,436.658,881.724,774.145,59.076,252.772,83.934,-83.539,436.658,860.419,315.408,0
C_4493,69.898,97.47,6.778,0.431,50.533,-59.949,13.6,1.9582,183.506,83.574,0.0,-6.347,86.036,112.631,-106.419,183.506,130.546,183.075,0
C_4498,0.409,0.95,0.05,-1.171,0.027,-1.365,0.158,3.1527,0.901,0.476,0.045,-1.221,-0.049,0.665,-15.844,0.901,1.003,2.072,0
C_4501,4.104,35.341,1.064,4.151,0.113,1.817,0.556,25.4088,39.492,16.544,0.0,3.087,4.151,4.689,1.58,39.492,4.689,35.341,0
